"number","title","pageid","namespace","length","touched","Wikidata"
"948","Українці_Португалії","273978","","25065","20250126005253","Q18022797"
"949","Круш_Ірина_Борисівна","274539","","8279","20230924165538","Q271436"
"950","Анатоль_Левицький","275470","","9298","20250117152925","Q4752062"
"951","Рабат","278719","","13437","20230825083120","Q3551"
"952","Сотниківка","279180","","7538","20250424121715","Q4429864"
"953","Сулимівка_(Яготинська_громада)","279181","","23885","20250424125007","Q6713859"
"954","Кирпонос_Михайло_Петрович","279963","","35621","20250125193458","Q390171"
"955","Осорно","280036","","2600","20250412145240","Q51059"
"956","100_геніїв_сучасності","280048","","16946","20250420170448","Q4442678"
"957","Люди,_пов'язані_з_Харковом","280329","","85688","20250424092924","Q12119337"
"958","Мукачівська_греко-католицька_єпархія","280378","","92182","20250517102217","Q1346565"
"959","Епідеміологія","280570","","108237","20220319213759","Q133805"
"960","Монтре","280612","","12624","20240725221213","Q69354"
"961","Княжичі_(Фастівський_район)","281512","","40405","20250309104742","Q4224887"
"962","Тарасівка_(Боярська_міська_громада)","281536","","29499","20250522123422","Q4451759"
"963","Скерневиці","282489","","8692","20241109112322","Q2734"
"964","Меморіал_Тарасові_Шевченку_(Вашингтон)","283046","","23930","20240630034201","Q7685547"
"965","Волошиново","286117","","16026","20230214132749","Q4124114"
"966","Вікул_Оксана_Миколаївна","286727","","8478","20250315053633","Q12093191"
"967","Ворожба","288216","","27075","20250524131119","Q591794"
"968","Еммі_Россум","288256","","11956","20250508222816","Q35912"
"969","Міннеаполіс","288306","","19634","20250103181049","Q36091"
"970","Вашківці","288591","","18851","20241025185041","Q149054"
"971","Мелані_Сафка","290382","","14865","20241005135613","Q157293"
"972","Будьонний_Семен_Михайлович","290847","","42696","20250114211955","Q242474"
"973","Лисенко_Трохим_Денисович","291240","","58315","20250127215359","Q294234"
"974","Новоселівка_(Білгород-Дністровський_район)","291442","","8350","20250503215254","Q4325868"
"975","Плиски","291801","","31699","20250526153434","Q4365106"
"976","Свєтлов_Михайло_Аркадійович","293171","","6716","20241229213303","Q724357"
"977","Народно-визвольна_армія_Югославії","293594","","68345","20250320165836","Q155198"
"978","Голова_радянського_військового_відомства","293651","","55353","20241105120246","Q134317981"
"979","Жарків","293674","","26048","20240716010642","Q4178250"
"980","Пеняки","293749","","87064","20240509234435","Q2603995"
"981","Куткір","293803","","16183","20250309224551","Q4249547"
"982","Чучмани","293848","","28342","20240509200308","Q4518393"
"983","Якимів_(село)","294483","","34195","20241012185329","Q4059522"
"984","Ісаї","295289","","7817","20250211101659","Q4203608"
"985","Поториця","296096","","56413","20250402083232","Q4374906"
"986","Лютовиська","296186","","7731","20250502093141","Q4272373"
"987","Терло","296232","","34237","20250310165928","Q4455857"
"988","Базилевський_Борис_Васильович","296949","","10394","20200505140839","Q1974064"
"989","Чемер","298382","","11837","20250126012916","Q4508779"
"990","Вертіївка_(Ніжинський_район)","298677","","46055","20250405184217","Q4108121"
"991","Гурбинці_(Прилуцький_район)","299362","","15261","20250408165103","Q4152257"
"992","Жадове","299505","","8609","20250122102646","Q4177839"
"993","Боромля","299692","","33070","20250125153047","Q4094694"
"994","Іванчук_Микола_Васильович","300748","","7195","20250109210611","Q12073782"
"995","Ольга_(ім'я)","300898","","17899","20241119070106","Q20187"
"996","Джером_Горсей","301013","","3434","20250409150136","Q2371604"
"997","Богданка","301337","","7142","20240315230117","Q4089200"
"998","Лютенька_(село)","301454","","80421","20250519122625","Q4272306"
"999","Гатчина","302086","","26336","20250125164153","Q7436"
"1000","Панчук","302116","","4580","20230118200752","Q19298198"
"1001","Бортко_Володимир_Володимирович_(молодший)","302761","","18039","20250331095725","Q984154"
"1002","Медаль_Пошани_(США)","303218","","92471","20250213044356","Q203535"
"1003","Животко_Аркадій_Петрович","303737","","24353","20240720211216","Q4179928"
"1004","Давиденко","303770","","10349","20250125173505","Q1178913"
"1005","Лелюшенко_Дмитро_Данилович","304455","","21684","20241016134656","Q2707811"
"1006","Карл_Саган","306105","","38528","20250504132050","Q410"
"1007","Кіль_(місто)","306113","","12891","20250410101924","Q1707"
"1008","Осипенко_Поліна_Денисівна","306597","","14372","20240619181354","Q444566"
"1009","Король_(значення)","307356","","9673","20231022102348","Q1292953"
"1010","Богачевський_Ігор_Данилович","309227","","6829","20250317105329","Q12083185"
"1011","Костюк_Теодор","309229","","6056","20221215073316","Q12113634"
"1012","Список_космонавтів,_пов'язаних_з_Україною","309230","","15916","20250425120454","Q12113428"
"1013","Керол_Джозеф_Бобко","309233","","6639","20230819092952","Q180499"
"1014","Роберта_Лінн_Бондар","309234","","6875","20241204205948","Q258385"
"1015","Брюс_Едвард_Мельник","309240","","3327","20231206155152","Q540108"
"1016","Джудіт_Резнік","309241","","4585","20250408061717","Q49284"
"1017","Блажков_Ігор_Іванович","309381","","14829","20230917040907","Q933929"
"1018","Альберт_Бандура","309629","","8875","20230323233342","Q153753"
"1019","Терещенко_Михайло_Іванович","309899","","18100","20250528175758","Q2468389"
"1020","Марія_Бек","310084","","19927","20250413194804","Q6779026"
"1021","Девід_Едвард_Боніор","310092","","4488","20240814032252","Q1174271"
"1022","Добрянська_Павлина","310100","","5788","20230924164235","Q2668691"
"1023","Роман_Попадюк","310152","","7273","20240106050626","Q7362136"
"1024","Арлен_Спектер","310154","","3663","20240225131305","Q363055"
"1025","Барт_Ступак","310158","","2526","20230318134055","Q809210"
"1026","Рейнелл_Андрейчук","310191","","11831","20250125142107","Q7299317"
"1027","Вільям_Вал","310198","","3177","20220607170609","Q8015610"
"1028","Дікур_Іван","310200","","1515","20231108045240","Q6229042"
"1029","Дікур_Лаврентій","310202","","2620","20241112151946","Q6500565"
"1030","Міра_Співак","310287","","3686","20230227182105","Q4356984"
"1031","Ентоні_Квінн","310766","","18129","20241222012719","Q83484"
"1032","Кравченко_Богдан_Олександрович","310912","","9195","20240330155243","Q15526840"
"1033","Натан_Щаранський","310961","","10588","20230827214606","Q360961"
"1034","Жейме_Лернер","310986","","7273","20240804123030","Q923927"
"1035","Олег_Горникевич","311575","","5033","20210526221610","Q85990"
"1036","Національне_управління_океанічних_і_атмосферних_досліджень","312365","","3140","20240302174741","Q214700"
"1037","Голуб_(прізвище)","312535","","9236","20250125170937","Q111983801"
"1038","Кістяківська_Віра","312620","","13776","20241225143352","Q15074356"
"1039","Козак_Дмитро_Миколайович","312901","","18288","20250205203933","Q714330"
"1040","Чорний_(прізвище)","313001","","14571","20250329102409","Q5118598"
"1041","Атланта_Флеймс","313043","","2443","20221014165150","Q756173"
"1042","Яровий_Яків_Павлович","313047","","3253","20230109092136","Q12173941"
"1043","Густав_Олізар","313901","","14181","20240203155152","Q327405"
"1044","Сороківка","313917","","6536","20250525044101","Q4429276"
"1045","Плисове","314057","","79122","20240819175748","Q4365107"
"1046","Оксана","314355","","4737","20250519230721","Q63793691"
"1047","Вінніпег_Джетс_(1972—1996)","315342","","4351","20240305214935","Q576406"
"1048","Ходорковський_Михайло_Борисович","315608","","62796","20250528150142","Q152503"
"1049","Семюел_Гарріс","315671","","2091","20231108080310","Q12150460"
"1050","Стів_Возняк","315959","","34092","20241113052612","Q483382"
"1051","Гектор_Бабенко","316333","","9454","20250419085510","Q538608"
"1052","Наталі_Вуд","316340","","62540","20250102161854","Q180919"
"1053","Нік_Адамс","316373","","7881","20220425072318","Q972568"
"1054","Перельман_Вадим_Валерійович","316389","","4087","20240929111233","Q525463"
"1055","Тамара_Горська","316624","","8637","20241122190101","Q3514657"
"1056","Губенко_Микола_Миколайович","316625","","11770","20240914145335","Q1983805"
"1057","Денні_Кей","316751","","2554","20240804192055","Q213425"
"1058","Кобленко_Вікторія","316872","","5667","20250305024552","Q2446815"
"1059","Назімова_Алла_Олександрівна","316888","","10229","20250520181753","Q234795"
"1060","Олійник_Лариса_Романівна","316890","","8224","20250122153459","Q237244"
"1061","Білл_Титла","316896","","8491","20241128012435","Q2525726"
"1062","Вірста_Темістокль_Йосипович","316906","","18583","20250214075834","Q12089524"
"1063","Почапинці_(Кам'янець-Подільський_район)","318142","","10969","20250517153013","Q4375216"
"1064","Радісний_Сад","318432","","7080","20240924203224","Q4387890"
"1065","Максимівка_(Миколаївський_район)","318568","","18382","20250226210244","Q4276314"
"1066","Волинська_трагедія","319498","","196455","20250505212504","Q695020"
"1067","Новоганнівка_(Луганський_район)","320420","","9892","20250124214218","Q4323160"
"1068","Неллі_Фуртадо","320447","","22800","20250520210531","Q80424"
"1069","Наливайка_(село)","321231","","5548","20240308154358","Q4312598"
"1070","Дружелюбівка_(Новоукраїнський_район)","321270","","10584","20240411142956","Q4168785"
"1071","Бандурівка","321884","","7440","20231206205521","Q4077290"
"1072","Адріан_Сливоцький","322487","","12431","20240214092706","Q374227"
"1073","Володимир_Мацків","322716","","4925","20230302143419","Q7938464"
"1074","Євген_Мельник_(підприємець)","322717","","12276","20250527070904","Q5407539"
"1075","Петраускас_Гелен","322719","","14373","20240830195402","Q12140115"
"1076","Вакалюк","323461","","1415","20250104080742","Q22117002"
"1077","Круш","324585","","790","20200205125106","Q6439410"
"1078","Берегуляк","325302","","470","20170429205352","Q56355867"
"1079","Бобко","325772","","614","20250319163925","Q14941822"
"1080","Гончарук","326582","","8484","20250331131352","Q4143284"
"1081","Мельничук","326988","","16792","20241204140623","Q4290016"
"1082","Міненко","327154","","2153","20220629091248","Q56369301"
"1083","Жемчужников","328043","","1106","20210806052516","Q4179302"
"1084","Луцик","328529","","5773","20250421163719","Q4270022"
"1085","Сливоцький","330277","","1324","20240822054655","Q56369319"
"1086","Стравинський","330487","","578","20200627080208","Q16883907"
"1087","Стецьків","330519","","1971","20220401194010","Q16718096"
"1088","Сухомлинов","330613","","1264","20181022084239","Q4447332"
"1089","Філіппов","331353","","12932","20250126010322","Q359811"
"1090","Ольга_Анстей","332868","","3548","20240208113741","Q545277"
"1091","Омелян","333106","","6505","20231204154630","Q56717296"
"1092","Гаршин_Всеволод_Михайлович","333165","","11891","20240918174254","Q333222"
"1093","Максиміліан_Левчин","333583","","6410","20241221054157","Q93014"
"1094","Некрасов_Микола_Олексійович","333624","","22101","20250507135821","Q208003"
"1095","Павлишин_Марко_Романович","333636","","19618","20250125223316","Q12137299"
"1096","Шолохов_Михайло_Олександрович","334038","","22119","20250118190056","Q42398"
"1097","Джорджо_Щербаненко","334040","","22675","20250404111809","Q910392"
"1098","Вільям_С._Пейлі","334158","","2503","20220607175000","Q1288608"
"1099","Алекс_Требек","334163","","3802","20250221161349","Q929985"
"1100","Гніздовський_Яків_Якович","334230","","50046","20250406152647","Q2388812"
"1101","Кассандр_(Мурон_Адольф)","334256","","6858","20240309030600","Q278945"
"1102","Абрагамовська-Грицко-Кібюк_Стефанія_Степанівна","334275","","7529","20250409013322","Q12075673"
"1103","Мол_(значення)","334519","","680","20250122022355","Q12124187"
"1104","Луїза_Невельсон","334535","","12786","20240928214706","Q7531"
"1105","Національний_заслужений_академічний_симфонічний_оркестр_України","334698","","17586","20241001214107","Q1350241"
"1106","Звіліч_Елен_Таафе","334781","","4108","20240731143222","Q457425"
"1107","Люба_(співачка)","334807","","4163","20241230111503","Q4043240"
"1108","Пол_Плішка","334814","","8704","20250210110425","Q1634153"
"1109","Бандура_(прізвище)","334849","","2855","20241103101123","Q21482672"
"1110","Піс-Ривер_(Альберта)","335423","","6167","20250411145019","Q1743985"
"1111","Вейн_Грецкі","335597","","240182","20250415132204","Q209518"
"1112","Пархоменко_Олександр_Якович","336154","","6482","20240623105654","Q7218458"
"1113","Гідзенко_Юрій_Павлович","338694","","6467","20241030071426","Q448491"
"1114","Пуришкевич_Володимир_Митрофанович","339547","","6881","20230328162045","Q545353"
"1115","Повітряні_сили_Збройних_сил_України","339762","","144565","20250503124129","Q648653"
"1116","Населення_Тернопільської_області","346810","","70859","20250125171219","Q12132534"
"1117","Сосновець","347951","","28460","20241204204220","Q105060"
"1118","Террі_Савчук","350370","","98847","20241228174555","Q520254"
"1119","Ельблонг","350755","","87250","20250315142612","Q104712"
"1120","Валч","353692","","6363","20240209180144","Q935744"
"1121","Прикарпатський_національний_університет_імені_Василя_Стефаника","354815","","85819","20250528142340","Q1131169"
"1122","Ілько_Борщак","356524","","34748","20250409035500","Q12084287"
"1123","Дебжно","359021","","4809","20220613135647","Q990837"
"1124","Евген_Чолій","361319","","17575","20250126013905","Q12170440"
"1125","Програмне_забезпечення_як_послуга","361321","","25229","20241224211715","Q1254596"
"1126","Населення_Сибіру","362536","","44341","20250528052625","Q2918368"
"1127","Інститут_проблем_екології_і_еволюції_імені_О._М._Сєверцова_РАН","363971","","4924","20241224034147","Q4201691"
"1128","Видавнича_справа_в_Україні","364815","","33994","20250113044403","Q12110703"
"1129","Сулима_Микола","365212","","739","20230123213557","Q116733047"
"1130","Будинок-музей_Максиміліана_Волошина","365626","","7637","20240926003123","Q4165207"
"1131","Населення_Сполучених_Штатів_Америки","368886","","67778","20240731151640","Q1965974"
"1132","Александер_Флемінг","370415","","10334","20250227142817","Q37064"
"1133","Волкенштейн_Людмила_Олександрівна","374257","","11176","20240716152054","Q4123226"
"1134","Божидар","376849","","8175","20250225173547","Q4090172"
"1135","Європейський_Конґрес_Українців","377950","","18875","20250529111629","Q12073150"
"1136","Гультяй_Василь","378353","","2714","20230302144700","Q12098357"
"1137","Грінберг","378393","","1900","20210127185411","Q11682214"
"1138","Тайхо_Кокі","378501","","25873","20250529195825","Q319055"
"1139","Шепітько_Лариса_Юхимівна","378572","","19218","20250127180035","Q138477"
"1140","Літні_Олімпійські_ігри_1912","379261","","12956","20250422000359","Q8118"
"1141","Гнисюк_Микола_Володимирович","379360","","9197","20240108192124","Q12096322"
"1142","Українці_в_Бразилії","379623","","33759","20250208212506","Q2737211"
"1143","Українці_в_Австралії","379636","","41274","20241216100445","Q2387354"
"1144","Українці_в_Австрії","379647","","13074","20250516195530","Q12163808"
"1145","Українці_в_Італії","379660","","23426","20241116131000","Q7878562"
"1146","Українці_в_Киргизстані","379709","","42752","20241116131227","Q12163814"
"1147","Чорнобог","379926","","27887","20250517193353","Q587825"
"1148","Арцебарський_Анатолій_Павлович","380857","","8980","20250419043137","Q487984"
"1149","Прокіп","381621","","648","20170914112910","Q109711906"
"1150","Глобалістика","382488","","11403","20250310180536","Q1048140"
"1151","Осадца","383178","","1252","20250209204557","Q62997094"
"1152","Білгорай","383556","","28116","20241230045452","Q319445"
"1153","Борушенко_Оксана_Павлівна","384783","","7507","20250122120850","Q12084262"
"1154","Канадський_діалект_української_мови","385164","","20542","20241029144718","Q4161010"
"1155","Горєлов_Іван_Миколайович","385811","","14594","20210921183820","Q2297213"
"1156","Дикий_Олексій_Денисович","385996","","4430","20231210162050","Q328007"
"1157","Драпеко_Олена_Григорівна","387088","","8393","20241202215436","Q4167730"
"1158","Кліщелі","387574","","21861","20250318110317","Q578026"
"1159","Кучеренко_Олег_Миколайович","387734","","16091","20250411063607","Q213162"
"1160","Чортківський_гуманітарно-педагогічний_фаховий_коледж_імені_Олександра_Барвінського","387795","","16770","20250418212150","Q12170645"
"1161","Стефан_Немирич","387870","","12694","20241112225320","Q12133363"
"1162","Цибуленко_Євген_Миколайович","389533","","26000","20241119103109","Q1989752"
"1163","Mass_Effect","389709","","80014","20250423111018","Q275960"
"1164","Французький_іноземний_легіон","390069","","28039","20250529073026","Q188559"
"1165","Леонардо_Ді_Капріо","390084","","41883","20250411072350","Q38111"
"1166","Українська_автокефальна_православна_церква_канонічна","390549","","96307","20250517074117","Q2400556"
"1167","Покровський_Андрій_Георгійович","390908","","29898","20241017202019","Q4369292"
"1168","Дональд_Трамп","391532","","369678","20250527080856","Q22686"
"1169","Ковальов","393458","","14278","20250423155952","Q1785705"
"1170","Пам'ятник_Івану_Мазепі_(Мазепинці)","395805","","9714","20220513132613","Q4343472"
"1171","Гуто_Пашко","396105","","5013","20250527071939","Q12098613"
"1172","Марина_Шипченко","396764","","1839","20230924134920","Q586975"
"1173","Дроздовський_Михайло_Гордійович","398303","","8402","20240818075824","Q2379603"
"1174","Кузан_Мар'ян_Степанович","398919","","83454","20250228125051","Q12115476"
"1175","Історія_пошти_України","400105","","82326","20250328184852","Q2088604"
"1176","Наулко_Всеволод_Іванович","400252","","148782","20250220123511","Q12132691"
"1177","Дарія_Вербова","402762","","14874","20250125155625","Q237973"
"1178","Попель_Степан_Михайлович","403777","","48579","20241031234739","Q982591"
"1179","Статуя_Олександра_II_(Антокольський)","404225","","8842","20241112200055","Q12138391"
"1180","Джейн_Любченко","404662","","10880","20250214231704","Q241155"
"1181","Вулиця_Яворницького_(Львів)","405244","","14140","20241008204643","Q12092690"
"1182","Балега_Юрій_Іванович","407557","","23588","20240901094948","Q12080616"
"1183","Могилівська_оборона_(1660)","407949","","8360","20241218132142","Q4337404"
"1184","Українсько-польські_відносини","410245","","220092","20250215081308","Q7208959"
"1185","Українці_Швейцарії","410900","","8483","20240527173721","Q12164357"
"1186","Мамчур","411471","","3380","20241215032117","Q106465173"
"1187","Офіційні_й_інші_ювілеї_та_пам'ятні_дати_в_Україні_2009_року","411939","","26898","20250215192551","Q12136969"
"1188","Порик_Василь_Васильович","413744","","25023","20250510182031","Q4373023"
"1189","Клим_Довгополий","414221","","6963","20220330042538","Q12101659"
"1190","Українська_автокефальна_православна_церква_(1942—1944)","416061","","37234","20250107080612","Q12163760"
"1191","Методій","419068","","3131","20220926183551","Q919963"
"1192","Хрест_льотних_заслуг_(США)","420209","","14026","20240827191850","Q1754110"
"1193","Повітряна_медаль_(США)","420221","","16251","20250131205359","Q980090"
"1194","Шварц","421047","","5267","20250110210740","Q227480"
"1195","Цезарій_Пазура","421615","","7787","20231224160625","Q55365"
"1196","Ладозька","422550","","5706","20231210163952","Q3277213"
"1197","Непогодов_Дмитро_Михайлович","423072","","19613","20250423123410","Q2667308"
"1198","Скірко_Леонід_Миколайович","424690","","7266","20241107215408","Q6526486"
"1199","Савицький_Йосип_Миколайович","426089","","2803","20210411225041","Q12149988"
"1200","Пам'ятник_Володимиру_Великому_(Лондон)","426103","","4482","20250212141905","Q4343111"
"1201","Давиденко_Микола_Володимирович","428164","","27409","20250528105950","Q191736"
"1202","Матвієнко_Валентина_Іванівна","428257","","24083","20250519221533","Q182654"
"1203","Горішний_Кирило","429272","","2515","20220611020423","Q12097204"
"1204","Адамчук","429275","","11213","20250418065929","Q4680133"
"1205","Кованько","430128","","3450","20240905151343","Q4225677"
"1206","Кованько_Олександр_Матвійович","430193","","18353","20250309105007","Q1977643"
"1207","Українці_Парагваю","433169","","8991","20240617133709","Q7878566"
"1208","Греков_Борис_Дмитрович","435192","","16228","20250424063524","Q1046090"
"1209","Гартфорд_(Коннектикут)","435405","","12035","20250219054342","Q33486"
"1210","Роман_про_людське_призначення","439081","","18875","20240313200150","Q12148634"
"1211","Бернард_Ваповський","447218","","8317","20250311161403","Q822770"
"1212","Фет_Віктор_Якович","448772","","19661","20230414165810","Q3557304"
"1213","Маноліс_Каломіріс","455582","","9641","20240717132129","Q712762"
"1214","Правило_Каші","458129","","5563","20230227070147","Q2615248"
"1215","Алек_Болдвін","459204","","17774","20250513035706","Q170572"
"1216","Сказаніє_о_письменах","467121","","3029","20161129145633","Q12153102"
"1217","Українці_Китаю","469297","","70806","20250205191536","Q12164363"
"1218","Українці_Торонто","471968","","28302","20241116130839","Q12164356"
"1219","Список_іншомовних_письменників,_народжених_в_Україні/Російськомовні","473662","","207840","20250306155741","Q12156874"
"1220","Криса_Олег_Васильович","474537","","18644","20240116194409","Q4243015"
"1221","Canadian_Tour_1983","476347","","2926","20241202111707","Q4035807"
"1222","Діаграма_Яблонського","479410","","8830","20241007090742","Q684819"
"1223","Стругацький_Борис_Натанович","481858","","11631","20241119062746","Q59054"
"1224","Григоріопольський_район","485058","","26199","20250325044536","Q2072484"
"1225","Нью-Йоркський_університет","492537","","6745","20250111101341","Q49210"
"1226","Публічне_розміщення_акцій","495261","","56413","20241019084813","Q20092043"
"1227","GlobalLogic","496057","","40223","20241126085733","Q5570051"
"1228","Інститут_енциклопедичних_досліджень_НАН_України","497209","","13589","20250214201846","Q4201869"
"1229","Балак","497612","","5826","20241011175800","Q4875310"
"1230","Наше_слово_(газета,_Польща)","497765","","13337","20231212142055","Q11789931"
"1231","Лівонська_війна","499376","","118204","20250411092521","Q246863"
"1232","Гаркавець_Олександр_Миколайович","500762","","10353","20220608183754","Q1046276"
"1233","Маркевич_Ігор_Борисович","501168","","18832","20240724120915","Q503355"
"1234","Українська_Хата_(товариство)","502987","","29685","20241116225524","Q12163753"
"1235","Джамала","503668","","147873","20250527175607","Q2662517"
"1236","Саскачеванський_університет","505455","","12675","20240726145719","Q1514848"
"1237","Азара","505896","","10351","20250104180415","Q5243541"
"1238","Державний_комітет_архівів_України","506118","","31886","20241217203004","Q4146830"
"1239","Апостолес","506128","","18791","20250407033255","Q2859097"
"1240","Білак_Юрій","507224","","15032","20250103184937","Q12086521"
"1241","Статутний_капітал","508291","","17074","20231029111755","Q144368"
"1242","Гарт_оф_Мідлотіан","509411","","22019","20250520193317","Q202093"
"1243","Жук_Сергій_Якович","510657","","10382","20241231121313","Q370789"
"1244","Храпливий_Андрій","511485","","2872","20200317004803","Q12167823"
"1245","Особлива_військова_школа_Сен-Сір","513786","","4389","20241208004231","Q1132066"
"1246","Беймук_Богдан","517102","","3596","20240630090951","Q4938017"
"1247","Андреас_Окопенко","517147","","7239","20220816101919","Q114144"
"1248","Джонні_Буцик","517697","","20255","20250221173644","Q1051033"
"1249","Джим_Грицюк","517700","","48844","20250314160611","Q6195777"
"1250","Володимир_Дідушицький","517909","","24176","20250408093322","Q8041332"
"1251","Університет_Британської_Колумбії","518522","","6580","20240725152440","Q391028"
"1252","Сергій_Святченко","518582","","51058","20250418053425","Q449600"
"1253","Український_хокейний_слід_у_Північній_Америці","520689","","76871","20250507104112","Q12164239"
"1254","Олександр_Мотиль","520796","","37934","20240729135653","Q4719215"
"1255","Національний_музей_у_Львові","521951","","28651","20250513091041","Q2037262"
"1256","Соломуха_Антон_Павлович","524414","","17926","20241109030829","Q2501973"
"1257","Ліберальна_партія_Канади","527977","","6275","20250502132121","Q138345"
"1258","The_Band","528299","","31364","20241129155849","Q600344"
"1259","Камінг-аут","532098","","136794","20250331165237","Q208099"
"1260","Дибенко_Павло_Юхимович","533025","","20863","20250320174346","Q921269"
"1261","Невер","533248","","13418","20250423075912","Q166997"
"1262","Капелан","533325","","104626","20250428042353","Q208762"
"1263","Абондан","534403","","9712","20241205093258","Q1140234"
"1264","Каринська_Варвара_Андріївна","537419","","16493","20250315032918","Q438450"
"1265","Вовчанчин_Ігор_Ярославович","540821","","57653","20241122145717","Q2023524"
"1266","Бразигвайці","543702","","1722","20240526212921","Q899077"
"1267","Маковецький_Сергій_Васильович","544642","","11656","20241117225231","Q4275889"
"1268","Зінь_Михайло_Олексійович","545878","","9775","20240107215033","Q12107306"
"1269","Кучмій_Галя","546270","","1422","20250515051246","Q12116256"
"1270","Кулинич_Ярослав_Павлович","546321","","8156","20250112160149","Q12115681"
"1271","Кубарський_Іван","546365","","6353","20250424101019","Q12115303"
"1272","Веніамін_(Пуцек-Григорович)","546467","","23048","20250215041406","Q4107183"
"1273","Буа-Коломб","548312","","7848","20240314095426","Q212566"
"1274","Кетлінська_Віра_Казимирівна","550741","","1417","20250112075440","Q2027578"
"1275","Кікта_Валерій_Григорович","550756","","6276","20240717133908","Q2042877"
"1276","Конюхова_Тетяна_Георгіївна","552028","","12606","20250127180906","Q4232068"
"1277","Митько_Євген_Миколайович","558781","","3809","20231122001122","Q4296955"
"1278","Новицький_Святослав_Олександрович","559128","","3742","20240127212840","Q12133996"
"1279","Утрехтські_караваджисти","559300","","18072","20240728112738","Q1628039"
"1280","Петропавловськ-Камчатський","559316","","8903","20250410202950","Q7951"
"1281","Богдан_Солук","559468","","3785","20230721233220","Q12083223"
"1282","Ткачук_Роман_Денисович","559642","","3690","20240522152340","Q1979252"
"1283","Парра_Олександр_Володимирович","559925","","6769","20250203120526","Q4345803"
"1284","Світлична_Світлана_Опанасівна","561009","","10365","20250412062344","Q1750617"
"1285","Українсько-Американська_Координаційна_Рада","561039","","5500","20240227123353","Q12164261"
"1286","Прохоренко_Жанна_Трохимівна","562649","","8460","20250127204520","Q265610"
"1287","Маккавейський_Володимир_Миколайович","568654","","4529","20231029063416","Q4275745"
"1288","Тарас_(ім'я)","571771","","16932","20250528203624","Q1960378"
"1289","Полтавський_просвітницький_будинок_імені_Миколи_Гоголя","572933","","9835","20240907181440","Q12141931"
"1290","Латинники","578533","","15236","20230620030908","Q12107730"
"1291","Пол_Роберт_Магочі","585438","","26256","20241221011707","Q1981261"
"1292","Ліга_українських_меценатів","586437","","10092","20240824045330","Q12119585"
"1293","Борис_Лушняк","589768","","5927","20241102201113","Q12119427"
"1294","Шаповалов","596006","","9171","20240416171947","Q1296126"
"1295","Реймс","598468","","17918","20250412111224","Q41876"
"1296","Хмара_Григорій_Михайлович","598821","","7098","20230807050528","Q984506"
"1297","Ді_Снайдер","598856","","9669","20250321095635","Q366044"
"1298","Ситник_(значення)","599710","","8669","20241028142629","Q71523686"
"1299","Карлів_університет","600813","","12005","20250410081714","Q31519"
"1300","Капускейсінг","603237","","9456","20250526134006","Q1027634"
"1301","Діяльність_ОУН_та_УПА_в_Криму","604387","","25936","20240926033305","Q12103330"
"1302","Волинський_академічний_обласний_театр_ляльок","605897","","9696","20240908102543","Q12090330"
"1303","Німецька_державна_опера","606195","","3855","20250412100915","Q312576"
"1304","Список_астрономів","608850","","83370","20250517104839","Q11073"
"1305","Грабар_Володимир_Еммануїлович","608965","","6304","20230627122939","Q4147199"
"1306","Тишик_Петро_Іванович","609952","","6512","20241013153028","Q12161461"
"1307","Українська_драматична_студія_(Прага)","610039","","6413","20241005145042","Q12163927"
"1308","Україна_на_Олімпійських_іграх","611030","","66565","20250521164145","Q827446"
"1309","Голодомор_на_Кубані","612672","","66750","20250214163456","Q12096627"
"1310","Золотий_диск_«Вояджера»","622036","","26679","20250517182005","Q156315"
"1311","Збірна_України_з_хокею_із_шайбою","622481","","39716","20250503190805","Q1349790"
"1312","2020","622647","","77064","20250205062856","Q25337"
"1313","Олексій_(ім'я)","623062","","9372","20250215185518","Q7086303"
"1314","Науковий_стиль_мовлення","623437","","37702","20230905222149","Q1965486"
"1315","Люди,_пов'язані_з_Кропивницьким","626025","","92747","20241224013941","Q12119332"
"1316","Віра_Фарміґа","627854","","29372","20250120193220","Q264840"
"1317","Єсін_Дмитро_Олександрович","630168","","14588","20250125182117","Q2500348"
"1318","Бойцун","630512","","1112","20250405164031","Q12083641"
"1319","Авраменко_Ілля_Корнійович","631226","","7734","20250418063717","Q2589706"
"1320","Керлінг","632931","","13644","20250125193039","Q136851"
"1321","Джузеппе_Валеріані","642969","","6442","20240202180754","Q20058815"
"1322","The_Walt_Disney_Company","643240","","65160","20250523142442","Q7414"
"1323","Краснокутський_Олександр_Григорович","643566","","6945","20190902073942","Q12114268"
"1324","Краснокутський_Семен_Григорович","643572","","8468","20240619234216","Q4238804"
"1325","Федорчак_Петро_Степанович","643939","","38455","20250527065939","Q12165462"
"1326","Ідзьо_Віктор_Святославович","643945","","58856","20250226142715","Q4197923"
"1327","Вістлер","643992","","15676","20240302070615","Q203122"
"1328","Школа_українознавства_імені_Тараса_Шевченка_(Вашингтон)","646959","","6329","20240302174310","Q12172020"
"1329","Муранівський_Тарас_Васильович","649443","","13857","20241208143229","Q12130797"
"1330","Limewax","653302","","4140","20220430041412","Q2444651"
"1331","Ґудзь_Юрій_Петрович","653639","","25018","20250222115917","Q12174353"
"1332","Пам'ятник_Тарасові_Шевченку_(Буенос-Айрес)","654542","","10465","20240128195931","Q9034961"
